nperm,ntimes,dist,nfacet,nx,design,seed,w,type
30,100,N01,20,14,vary_all,1500,1,norm-nperm
50,100,N01,20,14,vary_all,1500,1,norm-nperm
100,100,N01,20,14,vary_all,1500,1,norm-nperm
300,100,N01,20,14,vary_all,1500,1,norm-nperm
10,500,N01,20,14,vary_all,1500,1,norm-nperm
30,500,N01,20,14,vary_all,1500,1,norm-nperm
50,500,N01,20,14,vary_all,1500,1,norm-nperm
100,500,N01,20,14,vary_all,1500,1,norm-nperm
300,500,N01,20,14,vary_all,1500,1,norm-nperm
10,5,N01,31,14,vary_all,1500,1,norm-nperm
30,5,N01,31,14,vary_all,1500,1,norm-nperm
50,5,N01,31,14,vary_all,1500,1,norm-nperm
100,5,N01,31,14,vary_all,1500,1,norm-nperm
300,5,N01,31,14,vary_all,1500,1,norm-nperm
10,30,N01,31,14,vary_all,1500,1,norm-nperm
30,30,N01,31,14,vary_all,1500,1,norm-nperm
50,30,N01,31,14,vary_all,1500,1,norm-nperm
100,30,N01,31,14,vary_all,1500,1,norm-nperm
300,30,N01,31,14,vary_all,1500,1,norm-nperm
10,100,N01,31,14,vary_all,1500,1,norm-nperm
30,100,N01,31,14,vary_all,1500,1,norm-nperm
50,100,N01,31,14,vary_all,1500,1,norm-nperm
100,100,N01,31,14,vary_all,1500,1,norm-nperm
300,100,N01,31,14,vary_all,1500,1,norm-nperm
10,500,N01,31,14,vary_all,1500,1,norm-nperm
30,500,N01,31,14,vary_all,1500,1,norm-nperm
50,500,N01,31,14,vary_all,1500,1,norm-nperm
100,500,N01,31,14,vary_all,1500,1,norm-nperm
300,500,N01,31,14,vary_all,1500,1,norm-nperm
10,5,N01,5,20,vary_all,1500,1,norm-nperm
30,5,N01,5,20,vary_all,1500,1,norm-nperm
50,5,N01,5,20,vary_all,1500,1,norm-nperm
100,5,N01,5,20,vary_all,1500,1,norm-nperm
300,5,N01,5,20,vary_all,1500,1,norm-nperm
10,30,N01,5,20,vary_all,1500,1,norm-nperm
30,30,N01,5,20,vary_all,1500,1,norm-nperm
50,30,N01,5,20,vary_all,1500,1,norm-nperm
100,30,N01,5,20,vary_all,1500,1,norm-nperm
300,30,N01,5,20,vary_all,1500,1,norm-nperm
10,100,N01,5,20,vary_all,1500,1,norm-nperm
30,100,N01,5,20,vary_all,1500,1,norm-nperm
50,100,N01,5,20,vary_all,1500,1,norm-nperm
100,100,N01,5,20,vary_all,1500,1,norm-nperm
300,100,N01,5,20,vary_all,1500,1,norm-nperm
10,500,N01,5,20,vary_all,1500,1,norm-nperm
30,500,N01,5,20,vary_all,1500,1,norm-nperm
50,500,N01,5,20,vary_all,1500,1,norm-nperm
100,500,N01,5,20,vary_all,1500,1,norm-nperm
300,500,N01,5,20,vary_all,1500,1,norm-nperm
10,5,N01,7,20,vary_all,1500,1,norm-nperm
30,5,N01,7,20,vary_all,1500,1,norm-nperm
50,5,N01,7,20,vary_all,1500,1,norm-nperm
100,5,N01,7,20,vary_all,1500,1,norm-nperm
300,5,N01,7,20,vary_all,1500,1,norm-nperm
10,30,N01,7,20,vary_all,1500,1,norm-nperm
30,30,N01,7,20,vary_all,1500,1,norm-nperm
50,30,N01,7,20,vary_all,1500,1,norm-nperm
100,30,N01,7,20,vary_all,1500,1,norm-nperm
300,30,N01,7,20,vary_all,1500,1,norm-nperm
10,100,N01,7,20,vary_all,1500,1,norm-nperm
30,100,N01,7,20,vary_all,1500,1,norm-nperm
50,100,N01,7,20,vary_all,1500,1,norm-nperm
100,100,N01,7,20,vary_all,1500,1,norm-nperm
300,100,N01,7,20,vary_all,1500,1,norm-nperm
10,500,N01,7,20,vary_all,1500,1,norm-nperm
30,500,N01,7,20,vary_all,1500,1,norm-nperm
50,500,N01,7,20,vary_all,1500,1,norm-nperm
100,500,N01,7,20,vary_all,1500,1,norm-nperm
300,500,N01,7,20,vary_all,1500,1,norm-nperm
10,5,N01,14,20,vary_all,1500,1,norm-nperm
30,5,N01,14,20,vary_all,1500,1,norm-nperm
50,5,N01,14,20,vary_all,1500,1,norm-nperm
100,5,N01,14,20,vary_all,1500,1,norm-nperm
300,5,N01,14,20,vary_all,1500,1,norm-nperm
10,30,N01,14,20,vary_all,1500,1,norm-nperm
30,30,N01,14,20,vary_all,1500,1,norm-nperm
50,30,N01,14,20,vary_all,1500,1,norm-nperm
100,30,N01,14,20,vary_all,1500,1,norm-nperm
300,30,N01,14,20,vary_all,1500,1,norm-nperm
10,100,N01,14,20,vary_all,1500,1,norm-nperm
30,100,N01,14,20,vary_all,1500,1,norm-nperm
50,100,N01,14,20,vary_all,1500,1,norm-nperm
100,100,N01,14,20,vary_all,1500,1,norm-nperm
300,100,N01,14,20,vary_all,1500,1,norm-nperm
10,500,N01,14,20,vary_all,1500,1,norm-nperm
30,500,N01,14,20,vary_all,1500,1,norm-nperm
50,500,N01,14,20,vary_all,1500,1,norm-nperm
100,500,N01,14,20,vary_all,1500,1,norm-nperm
300,500,N01,14,20,vary_all,1500,1,norm-nperm
10,5,N01,20,20,vary_all,1500,1,norm-nperm
30,5,N01,20,20,vary_all,1500,1,norm-nperm
50,5,N01,20,20,vary_all,1500,1,norm-nperm
100,5,N01,20,20,vary_all,1500,1,norm-nperm
300,5,N01,20,20,vary_all,1500,1,norm-nperm
10,30,N01,20,20,vary_all,1500,1,norm-nperm
30,30,N01,20,20,vary_all,1500,1,norm-nperm
50,30,N01,20,20,vary_all,1500,1,norm-nperm
100,30,N01,20,20,vary_all,1500,1,norm-nperm
300,30,N01,20,20,vary_all,1500,1,norm-nperm
10,100,N01,20,20,vary_all,1500,1,norm-nperm
30,100,N01,20,20,vary_all,1500,1,norm-nperm
50,100,N01,20,20,vary_all,1500,1,norm-nperm
100,100,N01,20,20,vary_all,1500,1,norm-nperm
300,100,N01,20,20,vary_all,1500,1,norm-nperm
10,500,N01,20,20,vary_all,1500,1,norm-nperm
30,500,N01,20,20,vary_all,1500,1,norm-nperm
50,500,N01,20,20,vary_all,1500,1,norm-nperm
100,500,N01,20,20,vary_all,1500,1,norm-nperm
300,500,N01,20,20,vary_all,1500,1,norm-nperm
10,5,N01,31,20,vary_all,1500,1,norm-nperm
30,5,N01,31,20,vary_all,1500,1,norm-nperm
50,5,N01,31,20,vary_all,1500,1,norm-nperm
100,5,N01,31,20,vary_all,1500,1,norm-nperm
300,5,N01,31,20,vary_all,1500,1,norm-nperm
10,30,N01,31,20,vary_all,1500,1,norm-nperm
30,30,N01,31,20,vary_all,1500,1,norm-nperm
50,30,N01,31,20,vary_all,1500,1,norm-nperm
100,30,N01,31,20,vary_all,1500,1,norm-nperm
300,30,N01,31,20,vary_all,1500,1,norm-nperm
10,100,N01,31,20,vary_all,1500,1,norm-nperm
30,100,N01,31,20,vary_all,1500,1,norm-nperm
50,100,N01,31,20,vary_all,1500,1,norm-nperm
100,100,N01,31,20,vary_all,1500,1,norm-nperm
300,100,N01,31,20,vary_all,1500,1,norm-nperm
10,500,N01,31,20,vary_all,1500,1,norm-nperm
30,500,N01,31,20,vary_all,1500,1,norm-nperm
50,500,N01,31,20,vary_all,1500,1,norm-nperm
100,500,N01,31,20,vary_all,1500,1,norm-nperm
300,500,N01,31,20,vary_all,1500,1,norm-nperm
10,5,N01,5,31,vary_all,1500,1,norm-nperm
30,5,N01,5,31,vary_all,1500,1,norm-nperm
50,5,N01,5,31,vary_all,1500,1,norm-nperm
100,5,N01,5,31,vary_all,1500,1,norm-nperm
300,5,N01,5,31,vary_all,1500,1,norm-nperm
10,30,N01,5,31,vary_all,1500,1,norm-nperm
30,30,N01,5,31,vary_all,1500,1,norm-nperm
50,30,N01,5,31,vary_all,1500,1,norm-nperm
100,30,N01,5,31,vary_all,1500,1,norm-nperm
300,30,N01,5,31,vary_all,1500,1,norm-nperm
10,100,N01,5,31,vary_all,1500,1,norm-nperm
30,100,N01,5,31,vary_all,1500,1,norm-nperm
50,100,N01,5,31,vary_all,1500,1,norm-nperm
100,100,N01,5,31,vary_all,1500,1,norm-nperm
300,100,N01,5,31,vary_all,1500,1,norm-nperm
10,500,N01,5,31,vary_all,1500,1,norm-nperm
30,500,N01,5,31,vary_all,1500,1,norm-nperm
50,500,N01,5,31,vary_all,1500,1,norm-nperm
100,500,N01,5,31,vary_all,1500,1,norm-nperm
300,500,N01,5,31,vary_all,1500,1,norm-nperm
10,5,N01,7,31,vary_all,1500,1,norm-nperm
30,5,N01,7,31,vary_all,1500,1,norm-nperm
50,5,N01,7,31,vary_all,1500,1,norm-nperm
100,5,N01,7,31,vary_all,1500,1,norm-nperm
300,5,N01,7,31,vary_all,1500,1,norm-nperm
10,30,N01,7,31,vary_all,1500,1,norm-nperm
30,30,N01,7,31,vary_all,1500,1,norm-nperm
50,30,N01,7,31,vary_all,1500,1,norm-nperm
100,30,N01,7,31,vary_all,1500,1,norm-nperm
300,30,N01,7,31,vary_all,1500,1,norm-nperm
10,100,N01,7,31,vary_all,1500,1,norm-nperm
30,100,N01,7,31,vary_all,1500,1,norm-nperm
50,100,N01,7,31,vary_all,1500,1,norm-nperm
100,100,N01,7,31,vary_all,1500,1,norm-nperm
300,100,N01,7,31,vary_all,1500,1,norm-nperm
10,500,N01,7,31,vary_all,1500,1,norm-nperm
30,500,N01,7,31,vary_all,1500,1,norm-nperm
50,500,N01,7,31,vary_all,1500,1,norm-nperm
100,500,N01,7,31,vary_all,1500,1,norm-nperm
300,500,N01,7,31,vary_all,1500,1,norm-nperm
10,5,N01,14,31,vary_all,1500,1,norm-nperm
30,5,N01,14,31,vary_all,1500,1,norm-nperm
50,5,N01,14,31,vary_all,1500,1,norm-nperm
100,5,N01,14,31,vary_all,1500,1,norm-nperm
300,5,N01,14,31,vary_all,1500,1,norm-nperm
10,30,N01,14,31,vary_all,1500,1,norm-nperm
30,30,N01,14,31,vary_all,1500,1,norm-nperm
50,30,N01,14,31,vary_all,1500,1,norm-nperm
100,30,N01,14,31,vary_all,1500,1,norm-nperm
300,30,N01,14,31,vary_all,1500,1,norm-nperm
10,100,N01,14,31,vary_all,1500,1,norm-nperm
30,100,N01,14,31,vary_all,1500,1,norm-nperm
50,100,N01,14,31,vary_all,1500,1,norm-nperm
100,100,N01,14,31,vary_all,1500,1,norm-nperm
300,100,N01,14,31,vary_all,1500,1,norm-nperm
10,500,N01,14,31,vary_all,1500,1,norm-nperm
30,500,N01,14,31,vary_all,1500,1,norm-nperm
50,500,N01,14,31,vary_all,1500,1,norm-nperm
100,500,N01,14,31,vary_all,1500,1,norm-nperm
300,500,N01,14,31,vary_all,1500,1,norm-nperm
10,5,N01,20,31,vary_all,1500,1,norm-nperm
30,5,N01,20,31,vary_all,1500,1,norm-nperm
50,5,N01,20,31,vary_all,1500,1,norm-nperm
100,5,N01,20,31,vary_all,1500,1,norm-nperm
300,5,N01,20,31,vary_all,1500,1,norm-nperm
10,30,N01,20,31,vary_all,1500,1,norm-nperm
30,30,N01,20,31,vary_all,1500,1,norm-nperm
50,30,N01,20,31,vary_all,1500,1,norm-nperm
100,30,N01,20,31,vary_all,1500,1,norm-nperm
300,30,N01,20,31,vary_all,1500,1,norm-nperm
10,100,N01,20,31,vary_all,1500,1,norm-nperm
30,100,N01,20,31,vary_all,1500,1,norm-nperm
50,100,N01,20,31,vary_all,1500,1,norm-nperm
100,100,N01,20,31,vary_all,1500,1,norm-nperm
300,100,N01,20,31,vary_all,1500,1,norm-nperm
10,500,N01,20,31,vary_all,1500,1,norm-nperm
30,500,N01,20,31,vary_all,1500,1,norm-nperm
50,500,N01,20,31,vary_all,1500,1,norm-nperm
100,500,N01,20,31,vary_all,1500,1,norm-nperm
300,500,N01,20,31,vary_all,1500,1,norm-nperm
10,5,N01,31,31,vary_all,1500,1,norm-nperm
30,5,N01,31,31,vary_all,1500,1,norm-nperm
50,5,N01,31,31,vary_all,1500,1,norm-nperm
100,5,N01,31,31,vary_all,1500,1,norm-nperm
300,5,N01,31,31,vary_all,1500,1,norm-nperm
10,30,N01,31,31,vary_all,1500,1,norm-nperm
30,30,N01,31,31,vary_all,1500,1,norm-nperm
50,30,N01,31,31,vary_all,1500,1,norm-nperm
100,30,N01,31,31,vary_all,1500,1,norm-nperm
300,30,N01,31,31,vary_all,1500,1,norm-nperm
10,100,N01,31,31,vary_all,1500,1,norm-nperm
30,100,N01,31,31,vary_all,1500,1,norm-nperm
50,100,N01,31,31,vary_all,1500,1,norm-nperm
100,100,N01,31,31,vary_all,1500,1,norm-nperm
300,100,N01,31,31,vary_all,1500,1,norm-nperm
10,500,N01,31,31,vary_all,1500,1,norm-nperm
30,500,N01,31,31,vary_all,1500,1,norm-nperm
50,500,N01,31,31,vary_all,1500,1,norm-nperm
100,500,N01,31,31,vary_all,1500,1,norm-nperm
300,500,N01,31,31,vary_all,1500,1,norm-nperm
10,5,N01,5,5,null,1500,10,norm-nperm
30,5,N01,5,5,null,1500,10,norm-nperm
50,5,N01,5,5,null,1500,10,norm-nperm
100,5,N01,5,5,null,1500,10,norm-nperm
300,5,N01,5,5,null,1500,10,norm-nperm
10,30,N01,5,5,null,1500,10,norm-nperm
30,30,N01,5,5,null,1500,10,norm-nperm
50,30,N01,5,5,null,1500,10,norm-nperm
100,30,N01,5,5,null,1500,10,norm-nperm
300,30,N01,5,5,null,1500,10,norm-nperm
10,100,N01,5,5,null,1500,10,norm-nperm
30,100,N01,5,5,null,1500,10,norm-nperm
50,100,N01,5,5,null,1500,10,norm-nperm
100,100,N01,5,5,null,1500,10,norm-nperm
300,100,N01,5,5,null,1500,10,norm-nperm
10,500,N01,5,5,null,1500,10,norm-nperm
30,500,N01,5,5,null,1500,10,norm-nperm
50,500,N01,5,5,null,1500,10,norm-nperm
100,500,N01,5,5,null,1500,10,norm-nperm
300,500,N01,5,5,null,1500,10,norm-nperm
10,5,N01,7,5,null,1500,10,norm-nperm
30,5,N01,7,5,null,1500,10,norm-nperm
50,5,N01,7,5,null,1500,10,norm-nperm
100,5,N01,7,5,null,1500,10,norm-nperm
300,5,N01,7,5,null,1500,10,norm-nperm
10,30,N01,7,5,null,1500,10,norm-nperm
30,30,N01,7,5,null,1500,10,norm-nperm
50,30,N01,7,5,null,1500,10,norm-nperm
100,30,N01,7,5,null,1500,10,norm-nperm
300,30,N01,7,5,null,1500,10,norm-nperm
10,100,N01,7,5,null,1500,10,norm-nperm
30,100,N01,7,5,null,1500,10,norm-nperm
50,100,N01,7,5,null,1500,10,norm-nperm
100,100,N01,7,5,null,1500,10,norm-nperm
300,100,N01,7,5,null,1500,10,norm-nperm
10,500,N01,7,5,null,1500,10,norm-nperm
30,500,N01,7,5,null,1500,10,norm-nperm
50,500,N01,7,5,null,1500,10,norm-nperm
100,500,N01,7,5,null,1500,10,norm-nperm
300,500,N01,7,5,null,1500,10,norm-nperm
10,5,N01,14,5,null,1500,10,norm-nperm
30,5,N01,14,5,null,1500,10,norm-nperm
50,5,N01,14,5,null,1500,10,norm-nperm
100,5,N01,14,5,null,1500,10,norm-nperm
300,5,N01,14,5,null,1500,10,norm-nperm
10,30,N01,14,5,null,1500,10,norm-nperm
30,30,N01,14,5,null,1500,10,norm-nperm
50,30,N01,14,5,null,1500,10,norm-nperm
100,30,N01,14,5,null,1500,10,norm-nperm
300,30,N01,14,5,null,1500,10,norm-nperm
10,100,N01,14,5,null,1500,10,norm-nperm
30,100,N01,14,5,null,1500,10,norm-nperm
50,100,N01,14,5,null,1500,10,norm-nperm
100,100,N01,14,5,null,1500,10,norm-nperm
300,100,N01,14,5,null,1500,10,norm-nperm
10,500,N01,14,5,null,1500,10,norm-nperm
30,500,N01,14,5,null,1500,10,norm-nperm
50,500,N01,14,5,null,1500,10,norm-nperm
100,500,N01,14,5,null,1500,10,norm-nperm
300,500,N01,14,5,null,1500,10,norm-nperm
10,5,N01,20,5,null,1500,10,norm-nperm
30,5,N01,20,5,null,1500,10,norm-nperm
50,5,N01,20,5,null,1500,10,norm-nperm
100,5,N01,20,5,null,1500,10,norm-nperm
300,5,N01,20,5,null,1500,10,norm-nperm
10,30,N01,20,5,null,1500,10,norm-nperm
30,30,N01,20,5,null,1500,10,norm-nperm
50,30,N01,20,5,null,1500,10,norm-nperm
100,30,N01,20,5,null,1500,10,norm-nperm
300,30,N01,20,5,null,1500,10,norm-nperm
10,100,N01,20,5,null,1500,10,norm-nperm
30,100,N01,20,5,null,1500,10,norm-nperm
50,100,N01,20,5,null,1500,10,norm-nperm
100,100,N01,20,5,null,1500,10,norm-nperm
300,100,N01,20,5,null,1500,10,norm-nperm
10,500,N01,20,5,null,1500,10,norm-nperm
30,500,N01,20,5,null,1500,10,norm-nperm
50,500,N01,20,5,null,1500,10,norm-nperm
100,500,N01,20,5,null,1500,10,norm-nperm
300,500,N01,20,5,null,1500,10,norm-nperm
10,5,N01,31,5,null,1500,10,norm-nperm
30,5,N01,31,5,null,1500,10,norm-nperm
50,5,N01,31,5,null,1500,10,norm-nperm
100,5,N01,31,5,null,1500,10,norm-nperm
300,5,N01,31,5,null,1500,10,norm-nperm
10,30,N01,31,5,null,1500,10,norm-nperm
30,30,N01,31,5,null,1500,10,norm-nperm
50,30,N01,31,5,null,1500,10,norm-nperm
100,30,N01,31,5,null,1500,10,norm-nperm
300,30,N01,31,5,null,1500,10,norm-nperm
10,100,N01,31,5,null,1500,10,norm-nperm
30,100,N01,31,5,null,1500,10,norm-nperm
50,100,N01,31,5,null,1500,10,norm-nperm
100,100,N01,31,5,null,1500,10,norm-nperm
300,100,N01,31,5,null,1500,10,norm-nperm
10,500,N01,31,5,null,1500,10,norm-nperm
30,500,N01,31,5,null,1500,10,norm-nperm
50,500,N01,31,5,null,1500,10,norm-nperm
100,500,N01,31,5,null,1500,10,norm-nperm
300,500,N01,31,5,null,1500,10,norm-nperm
10,5,N01,5,7,null,1500,10,norm-nperm
30,5,N01,5,7,null,1500,10,norm-nperm
50,5,N01,5,7,null,1500,10,norm-nperm
100,5,N01,5,7,null,1500,10,norm-nperm
300,5,N01,5,7,null,1500,10,norm-nperm
10,30,N01,5,7,null,1500,10,norm-nperm
30,30,N01,5,7,null,1500,10,norm-nperm
50,30,N01,5,7,null,1500,10,norm-nperm
100,30,N01,5,7,null,1500,10,norm-nperm
300,30,N01,5,7,null,1500,10,norm-nperm
10,100,N01,5,7,null,1500,10,norm-nperm
30,100,N01,5,7,null,1500,10,norm-nperm
50,100,N01,5,7,null,1500,10,norm-nperm
100,100,N01,5,7,null,1500,10,norm-nperm
300,100,N01,5,7,null,1500,10,norm-nperm
10,500,N01,5,7,null,1500,10,norm-nperm
30,500,N01,5,7,null,1500,10,norm-nperm
50,500,N01,5,7,null,1500,10,norm-nperm
100,500,N01,5,7,null,1500,10,norm-nperm
300,500,N01,5,7,null,1500,10,norm-nperm
10,5,N01,7,7,null,1500,10,norm-nperm
30,5,N01,7,7,null,1500,10,norm-nperm
50,5,N01,7,7,null,1500,10,norm-nperm
100,5,N01,7,7,null,1500,10,norm-nperm
300,5,N01,7,7,null,1500,10,norm-nperm
10,30,N01,7,7,null,1500,10,norm-nperm
30,30,N01,7,7,null,1500,10,norm-nperm
50,30,N01,7,7,null,1500,10,norm-nperm
100,30,N01,7,7,null,1500,10,norm-nperm
300,30,N01,7,7,null,1500,10,norm-nperm
10,100,N01,7,7,null,1500,10,norm-nperm
30,100,N01,7,7,null,1500,10,norm-nperm
50,100,N01,7,7,null,1500,10,norm-nperm
100,100,N01,7,7,null,1500,10,norm-nperm
300,100,N01,7,7,null,1500,10,norm-nperm
10,500,N01,7,7,null,1500,10,norm-nperm
30,500,N01,7,7,null,1500,10,norm-nperm
50,500,N01,7,7,null,1500,10,norm-nperm
100,500,N01,7,7,null,1500,10,norm-nperm
300,500,N01,7,7,null,1500,10,norm-nperm
10,5,N01,14,7,null,1500,10,norm-nperm
30,5,N01,14,7,null,1500,10,norm-nperm
50,5,N01,14,7,null,1500,10,norm-nperm
100,5,N01,14,7,null,1500,10,norm-nperm
300,5,N01,14,7,null,1500,10,norm-nperm
10,30,N01,14,7,null,1500,10,norm-nperm
30,30,N01,14,7,null,1500,10,norm-nperm
50,30,N01,14,7,null,1500,10,norm-nperm
100,30,N01,14,7,null,1500,10,norm-nperm
300,30,N01,14,7,null,1500,10,norm-nperm
10,100,N01,14,7,null,1500,10,norm-nperm
30,100,N01,14,7,null,1500,10,norm-nperm
50,100,N01,14,7,null,1500,10,norm-nperm
100,100,N01,14,7,null,1500,10,norm-nperm
300,100,N01,14,7,null,1500,10,norm-nperm
10,500,N01,14,7,null,1500,10,norm-nperm
30,500,N01,14,7,null,1500,10,norm-nperm
50,500,N01,14,7,null,1500,10,norm-nperm
100,500,N01,14,7,null,1500,10,norm-nperm
300,500,N01,14,7,null,1500,10,norm-nperm
10,5,N01,20,7,null,1500,10,norm-nperm
30,5,N01,20,7,null,1500,10,norm-nperm
50,5,N01,20,7,null,1500,10,norm-nperm
100,5,N01,20,7,null,1500,10,norm-nperm
300,5,N01,20,7,null,1500,10,norm-nperm
10,30,N01,20,7,null,1500,10,norm-nperm
30,30,N01,20,7,null,1500,10,norm-nperm
50,30,N01,20,7,null,1500,10,norm-nperm
100,30,N01,20,7,null,1500,10,norm-nperm
300,30,N01,20,7,null,1500,10,norm-nperm
10,100,N01,20,7,null,1500,10,norm-nperm
30,100,N01,20,7,null,1500,10,norm-nperm
50,100,N01,20,7,null,1500,10,norm-nperm
100,100,N01,20,7,null,1500,10,norm-nperm
300,100,N01,20,7,null,1500,10,norm-nperm
10,500,N01,20,7,null,1500,10,norm-nperm
30,500,N01,20,7,null,1500,10,norm-nperm
50,500,N01,20,7,null,1500,10,norm-nperm
100,500,N01,20,7,null,1500,10,norm-nperm
300,500,N01,20,7,null,1500,10,norm-nperm
10,5,N01,31,7,null,1500,10,norm-nperm
30,5,N01,31,7,null,1500,10,norm-nperm
50,5,N01,31,7,null,1500,10,norm-nperm
100,5,N01,31,7,null,1500,10,norm-nperm
300,5,N01,31,7,null,1500,10,norm-nperm
10,30,N01,31,7,null,1500,10,norm-nperm
30,30,N01,31,7,null,1500,10,norm-nperm
50,30,N01,31,7,null,1500,10,norm-nperm
100,30,N01,31,7,null,1500,10,norm-nperm
300,30,N01,31,7,null,1500,10,norm-nperm
10,100,N01,31,7,null,1500,10,norm-nperm
30,100,N01,31,7,null,1500,10,norm-nperm
50,100,N01,31,7,null,1500,10,norm-nperm
100,100,N01,31,7,null,1500,10,norm-nperm
300,100,N01,31,7,null,1500,10,norm-nperm
10,500,N01,31,7,null,1500,10,norm-nperm
30,500,N01,31,7,null,1500,10,norm-nperm
50,500,N01,31,7,null,1500,10,norm-nperm
100,500,N01,31,7,null,1500,10,norm-nperm
300,500,N01,31,7,null,1500,10,norm-nperm
10,5,N01,5,14,null,1500,10,norm-nperm
30,5,N01,5,14,null,1500,10,norm-nperm
50,5,N01,5,14,null,1500,10,norm-nperm
100,5,N01,5,14,null,1500,10,norm-nperm
300,5,N01,5,14,null,1500,10,norm-nperm
10,30,N01,5,14,null,1500,10,norm-nperm
30,30,N01,5,14,null,1500,10,norm-nperm
50,30,N01,5,14,null,1500,10,norm-nperm
100,30,N01,5,14,null,1500,10,norm-nperm
300,30,N01,5,14,null,1500,10,norm-nperm
10,100,N01,5,14,null,1500,10,norm-nperm
30,100,N01,5,14,null,1500,10,norm-nperm
50,100,N01,5,14,null,1500,10,norm-nperm
100,100,N01,5,14,null,1500,10,norm-nperm
300,100,N01,5,14,null,1500,10,norm-nperm
10,500,N01,5,14,null,1500,10,norm-nperm
30,500,N01,5,14,null,1500,10,norm-nperm
50,500,N01,5,14,null,1500,10,norm-nperm
100,500,N01,5,14,null,1500,10,norm-nperm
300,500,N01,5,14,null,1500,10,norm-nperm
10,5,N01,7,14,null,1500,10,norm-nperm
30,5,N01,7,14,null,1500,10,norm-nperm
50,5,N01,7,14,null,1500,10,norm-nperm
100,5,N01,7,14,null,1500,10,norm-nperm
300,5,N01,7,14,null,1500,10,norm-nperm
10,30,N01,7,14,null,1500,10,norm-nperm
30,30,N01,7,14,null,1500,10,norm-nperm
50,30,N01,7,14,null,1500,10,norm-nperm
100,30,N01,7,14,null,1500,10,norm-nperm
300,30,N01,7,14,null,1500,10,norm-nperm
10,100,N01,7,14,null,1500,10,norm-nperm
30,100,N01,7,14,null,1500,10,norm-nperm
50,100,N01,7,14,null,1500,10,norm-nperm
100,100,N01,7,14,null,1500,10,norm-nperm
300,100,N01,7,14,null,1500,10,norm-nperm
10,500,N01,7,14,null,1500,10,norm-nperm
30,500,N01,7,14,null,1500,10,norm-nperm
50,500,N01,7,14,null,1500,10,norm-nperm
100,500,N01,7,14,null,1500,10,norm-nperm
300,500,N01,7,14,null,1500,10,norm-nperm
10,5,N01,14,14,null,1500,10,norm-nperm
30,5,N01,14,14,null,1500,10,norm-nperm
50,5,N01,14,14,null,1500,10,norm-nperm
100,5,N01,14,14,null,1500,10,norm-nperm
300,5,N01,14,14,null,1500,10,norm-nperm
10,30,N01,14,14,null,1500,10,norm-nperm
30,30,N01,14,14,null,1500,10,norm-nperm
50,30,N01,14,14,null,1500,10,norm-nperm
100,30,N01,14,14,null,1500,10,norm-nperm
300,30,N01,14,14,null,1500,10,norm-nperm
10,100,N01,14,14,null,1500,10,norm-nperm
30,100,N01,14,14,null,1500,10,norm-nperm
50,100,N01,14,14,null,1500,10,norm-nperm
100,100,N01,14,14,null,1500,10,norm-nperm
300,100,N01,14,14,null,1500,10,norm-nperm
10,500,N01,14,14,null,1500,10,norm-nperm
30,500,N01,14,14,null,1500,10,norm-nperm
50,500,N01,14,14,null,1500,10,norm-nperm
100,500,N01,14,14,null,1500,10,norm-nperm
300,500,N01,14,14,null,1500,10,norm-nperm
10,5,N01,20,14,null,1500,10,norm-nperm
30,5,N01,20,14,null,1500,10,norm-nperm
50,5,N01,20,14,null,1500,10,norm-nperm
100,5,N01,20,14,null,1500,10,norm-nperm
300,5,N01,20,14,null,1500,10,norm-nperm
10,30,N01,20,14,null,1500,10,norm-nperm
30,30,N01,20,14,null,1500,10,norm-nperm
50,30,N01,20,14,null,1500,10,norm-nperm
100,30,N01,20,14,null,1500,10,norm-nperm
300,30,N01,20,14,null,1500,10,norm-nperm
10,100,N01,20,14,null,1500,10,norm-nperm
30,100,N01,20,14,null,1500,10,norm-nperm
50,100,N01,20,14,null,1500,10,norm-nperm
100,100,N01,20,14,null,1500,10,norm-nperm
300,100,N01,20,14,null,1500,10,norm-nperm
10,500,N01,20,14,null,1500,10,norm-nperm
30,500,N01,20,14,null,1500,10,norm-nperm
50,500,N01,20,14,null,1500,10,norm-nperm
100,500,N01,20,14,null,1500,10,norm-nperm
300,500,N01,20,14,null,1500,10,norm-nperm
10,5,N01,31,14,null,1500,10,norm-nperm
30,5,N01,31,14,null,1500,10,norm-nperm
50,5,N01,31,14,null,1500,10,norm-nperm
100,5,N01,31,14,null,1500,10,norm-nperm
300,5,N01,31,14,null,1500,10,norm-nperm
10,30,N01,31,14,null,1500,10,norm-nperm
30,30,N01,31,14,null,1500,10,norm-nperm
50,30,N01,31,14,null,1500,10,norm-nperm
100,30,N01,31,14,null,1500,10,norm-nperm
300,30,N01,31,14,null,1500,10,norm-nperm
10,100,N01,31,14,null,1500,10,norm-nperm
30,100,N01,31,14,null,1500,10,norm-nperm
50,100,N01,31,14,null,1500,10,norm-nperm
100,100,N01,31,14,null,1500,10,norm-nperm
300,100,N01,31,14,null,1500,10,norm-nperm
10,500,N01,31,14,null,1500,10,norm-nperm
30,500,N01,31,14,null,1500,10,norm-nperm
50,500,N01,31,14,null,1500,10,norm-nperm
100,500,N01,31,14,null,1500,10,norm-nperm
300,500,N01,31,14,null,1500,10,norm-nperm
10,5,N01,5,20,null,1500,10,norm-nperm
30,5,N01,5,20,null,1500,10,norm-nperm
